Transaction ID,Date,Time,Branch,Cashier ID,Invoice Number,Customer ID,Payment Method,Product Code,Product Name,Product Category,Brand,Quantity,Price Per Unit,Discount Applied,Tax Amount,Total Sales Amount,Stock Availability,Supplier ID
TRANS_00136,2024-01-18,15:11:00,Galle,CASHIER_004,INV_20082,CUST_5040,Online Payment,PROD_0010,Chicken,Bakery,Brand_4,1,154.2,0.0,12.34,166.54,50,SUP_003
TRANS_00137,2024-02-23,18:35:00,Jaffna,CASHIER_003,INV_67700,CUST_3230,Mobile Payment,PROD_0006,Chicken,Bakery,Brand_4,3,171.05,0.0,41.05,554.2,40,SUP_003
TRANS_00138,2024-02-17,19:51:00,Jaffna,CASHIER_005,INV_41775,CUST_5592,Online Payment,PROD_0006,Bread,Meat,Brand_2,5,498.91,0.0,199.56,2694.11,98,SUP_005
TRANS_00139,2024-01-02,15:52:00,Kandy,CASHIER_004,INV_48185,CUST_2133,Online Payment,PROD_0008,Rice,Grains,Brand_2,3,363.47,0.0,87.23,1177.64,48,SUP_001
TRANS_00140,2024-01-29,18:12:00,Jaffna,CASHIER_005,INV_62534,CUST_7853,Cash,PROD_0006,Eggs,Meat,Brand_1,1,407.58,0.0,32.61,440.19,45,SUP_002
TRANS_00141,2024-02-11,18:27:00,Colombo,CASHIER_005,INV_94545,CUST_7547,Mobile Payment,PROD_0007,Bread,Dairy,Brand_1,3,188.8,0.0,45.31,611.71,71,SUP_005
TRANS_00142,2024-02-14,17:49:00,Kandy,CASHIER_004,INV_59036,CUST_9199,Credit Card,PROD_0006,Milk,Beverages,Brand_1,3,266.39,5.8,63.93,857.3,93,SUP_002
TRANS_00143,2024-01-23,13:19:00,Galle,CASHIER_004,INV_37114,CUST_6706,Online Payment,PROD_0002,Cheese,Beverages,Brand_3,1,220.11,5.75,17.61,231.97,43,SUP_001
TRANS_00144,2024-02-13,10:48:00,Kandy,CASHIER_005,INV_32865,CUST_6422,Online Payment,PROD_0008,Sugar,Beverages,Brand_2,2,356.19,0.0,56.99,769.37,3,SUP_005
TRANS_00145,2024-02-26,11:22:00,Jaffna,CASHIER_005,INV_66302,CUST_4519,Credit Card,PROD_0005,Bread,Meat,Brand_1,5,174.78,0.0,69.91,943.81,58,SUP_001
TRANS_00146,2024-01-17,19:26:00,Jaffna,CASHIER_005,INV_93769,CUST_7367,Online Payment,PROD_0010,Bread,Grains,Brand_3,4,346.95,35.3,111.02,1463.52,38,SUP_005
TRANS_00147,2024-02-07,09:26:00,Kandy,CASHIER_003,INV_25448,Guest,Cash,PROD_0003,Coffee,Bakery,Brand_5,4,267.3,0.0,85.54,1154.74,49,SUP_004
TRANS_00148,2024-01-12,16:18:00,Negombo,CASHIER_002,INV_82733,Guest,Mobile Payment,PROD_0003,Rice,Grains,Brand_4,5,121.44,0.0,48.58,655.78,1,SUP_004
TRANS_00149,2024-01-09,11:19:00,Jaffna,CASHIER_005,INV_76248,CUST_7703,Online Payment,PROD_0007,Cheese,Beverages,Brand_2,1,326.16,0.0,26.09,352.25,28,SUP_003
TRANS_00150,2024-01-03,12:41:00,Kandy,CASHIER_005,INV_47836,Guest,Online Payment,PROD_0010,Cheese,Meat,Brand_5,1,329.09,0.0,26.33,355.42,69,SUP_003
TRANS_00151,2024-02-04,08:42:00,Jaffna,CASHIER_005,INV_38644,CUST_2677,Credit Card,PROD_0005,Milk,Beverages,Brand_3,3,444.88,0.0,106.77,1441.41,15,SUP_002
TRANS_00152,2024-01-14,18:02:00,Galle,CASHIER_005,INV_92938,CUST_3281,Credit Card,PROD_0004,Milk,Meat,Brand_3,5,212.43,0.0,84.97,1147.12,41,SUP_003
TRANS_00153,2024-01-19,17:46:00,Galle,CASHIER_005,INV_99037,CUST_3221,Online Payment,PROD_0001,Tea,Bakery,Brand_2,2,158.5,0.0,25.36,342.36,31,SUP_004
TRANS_00154,2024-02-01,10:25:00,Negombo,CASHIER_003,INV_92288,CUST_8405,Cash,PROD_0002,Butter,Meat,Brand_3,3,281.88,0.0,67.65,913.29,74,SUP_001
TRANS_00155,2024-02-25,09:35:00,Jaffna,CASHIER_003,INV_18300,CUST_7516,Credit Card,PROD_0007,Sugar,Beverages,Brand_3,3,431.34,0.0,103.52,1397.54,73,SUP_002
TRANS_00156,2024-02-06,16:16:00,Galle,CASHIER_001,INV_16021,Guest,Online Payment,PROD_0001,Bread,Bakery,Brand_4,4,100.27,10.12,32.09,423.05,88,SUP_002
TRANS_00157,2024-02-26,19:05:00,Galle,CASHIER_002,INV_45916,Guest,Mobile Payment,PROD_0005,Bread,Grains,Brand_2,1,258.54,0.0,20.68,279.22,89,SUP_002
TRANS_00158,2024-01-28,19:11:00,Colombo,CASHIER_001,INV_10142,Guest,Cash,PROD_0003,Chicken,Bakery,Brand_5,4,103.71,0.0,33.19,448.03,15,SUP_004
TRANS_00159,2024-02-14,10:15:00,Jaffna,CASHIER_001,INV_40008,CUST_2678,Cash,PROD_0006,Coffee,Grains,Brand_2,4,409.38,0.0,131.0,1768.52,17,SUP_002
TRANS_00160,2024-01-05,17:03:00,Negombo,CASHIER_001,INV_89995,CUST_8210,Mobile Payment,PROD_0004,Rice,Beverages,Brand_5,4,443.99,0.0,142.08,1918.04,12,SUP_002
TRANS_00161,2024-02-18,10:06:00,Negombo,CASHIER_004,INV_56076,CUST_6152,Credit Card,PROD_0004,Tea,Dairy,Brand_2,5,340.4,0.0,136.16,1838.16,36,SUP_001
TRANS_00162,2024-02-24,19:14:00,Galle,CASHIER_002,INV_77862,CUST_4090,Online Payment,PROD_0005,Milk,Bakery,Brand_4,4,145.1,0.0,46.43,626.83,76,SUP_001
TRANS_00163,2024-02-03,08:12:00,Galle,CASHIER_003,INV_27299,CUST_7895,Mobile Payment,PROD_0009,Rice,Beverages,Brand_1,1,334.95,0.0,26.8,361.75,27,SUP_001
TRANS_00164,2024-02-29,09:01:00,Jaffna,CASHIER_005,INV_47550,CUST_9209,Online Payment,PROD_0007,Butter,Dairy,Brand_5,5,346.42,0.0,138.57,1870.67,39,SUP_001
TRANS_00165,2024-02-02,11:28:00,Kandy,CASHIER_005,INV_52827,CUST_2083,Mobile Payment,PROD_0007,Sugar,Dairy,Brand_2,1,469.85,0.0,37.59,507.44,78,SUP_005
TRANS_00166,2024-01-04,13:16:00,Kandy,CASHIER_001,INV_11660,CUST_1185,Credit Card,PROD_0008,Coffee,Meat,Brand_5,3,166.79,0.0,40.03,540.4,99,SUP_003
TRANS_00167,2024-02-16,10:00:00,Colombo,CASHIER_003,INV_66272,Guest,Cash,PROD_0005,Chicken,Dairy,Brand_4,4,304.31,0.0,97.38,1314.62,72,SUP_002
TRANS_00168,2024-01-24,10:41:00,Galle,CASHIER_001,INV_85223,CUST_2889,Credit Card,PROD_0009,Milk,Dairy,Brand_1,2,118.39,0.0,18.94,255.72,19,SUP_002
TRANS_00169,2024-02-29,08:36:00,Negombo,CASHIER_004,INV_39427,CUST_7819,Mobile Payment,PROD_0005,Bread,Meat,Brand_3,1,300.82,8.97,24.07,315.92,66,SUP_001
TRANS_00170,2024-01-26,09:10:00,Jaffna,CASHIER_003,INV_50723,CUST_8483,Cash,PROD_0006,Sugar,Grains,Brand_5,3,395.83,0.0,95.0,1282.49,47,SUP_005
TRANS_00171,2024-02-01,11:20:00,Negombo,CASHIER_002,INV_29735,Guest,Online Payment,PROD_0001,Sugar,Meat,Brand_3,1,480.4,0.0,38.43,518.83,84,SUP_004
TRANS_00172,2024-02-24,13:14:00,Colombo,CASHIER_002,INV_79443,CUST_7878,Online Payment,PROD_0001,Rice,Grains,Brand_1,1,468.51,25.99,37.48,480.0,89,SUP_003
TRANS_00173,2024-01-30,09:26:00,Negombo,CASHIER_001,INV_76247,Guest,Online Payment,PROD_0002,Chicken,Meat,Brand_1,4,364.98,0.0,116.79,1576.71,37,SUP_003
TRANS_00174,2024-02-24,13:22:00,Jaffna,CASHIER_003,INV_51688,CUST_4827,Cash,PROD_0004,Rice,Meat,Brand_1,2,142.26,0.0,22.76,307.28,40,SUP_004
TRANS_00175,2024-01-08,17:08:00,Galle,CASHIER_002,INV_69233,CUST_5341,Cash,PROD_0002,Rice,Grains,Brand_5,1,186.01,7.42,14.88,193.47,91,SUP_002
TRANS_00176,2024-01-23,14:45:00,Negombo,CASHIER_001,INV_98759,Guest,Credit Card,PROD_0001,Butter,Beverages,Brand_5,5,199.94,0.0,79.98,1079.68,17,SUP_001
TRANS_00177,2024-01-01,09:03:00,Kandy,CASHIER_002,INV_35969,CUST_7098,Cash,PROD_0010,Chicken,Grains,Brand_1,1,498.86,0.0,39.91,538.77,82,SUP_004
TRANS_00178,2024-02-21,10:11:00,Colombo,CASHIER_003,INV_26059,Guest,Online Payment,PROD_0001,Rice,Meat,Brand_4,4,298.45,0.0,95.5,1289.3,54,SUP_002
TRANS_00179,2024-01-23,11:39:00,Kandy,CASHIER_003,INV_46681,CUST_3435,Cash,PROD_0010,Chicken,Meat,Brand_2,3,299.56,23.95,71.89,946.62,11,SUP_003
TRANS_00180,2024-01-25,10:20:00,Jaffna,CASHIER_002,INV_94233,CUST_9614,Credit Card,PROD_0009,Milk,Beverages,Brand_3,4,317.81,0.0,101.7,1372.94,72,SUP_005
TRANS_00181,2024-01-21,14:37:00,Galle,CASHIER_002,INV_13416,CUST_4588,Cash,PROD_0005,Milk,Beverages,Brand_5,3,406.74,48.7,97.62,1269.14,12,SUP_002
TRANS_00182,2024-02-12,12:06:00,Galle,CASHIER_005,INV_17328,CUST_4594,Online Payment,PROD_0006,Rice,Bakery,Brand_2,5,227.2,0.0,90.88,1226.88,45,SUP_005
TRANS_00183,2024-01-02,20:00:00,Galle,CASHIER_005,INV_83873,Guest,Credit Card,PROD_0008,Eggs,Grains,Brand_2,4,115.19,0.0,36.86,497.62,77,SUP_002
TRANS_00184,2024-01-02,16:59:00,Jaffna,CASHIER_001,INV_53481,CUST_4300,Credit Card,PROD_0006,Rice,Grains,Brand_1,1,159.08,0.0,12.73,171.81,18,SUP_001
TRANS_00185,2024-02-24,16:58:00,Galle,CASHIER_001,INV_58967,CUST_7481,Cash,PROD_0006,Tea,Grains,Brand_2,2,392.94,0.0,62.87,848.75,81,SUP_004
TRANS_00186,2024-02-11,13:24:00,Kandy,CASHIER_005,INV_90440,CUST_4657,Credit Card,PROD_0007,Tea,Grains,Brand_2,2,391.53,47.43,62.64,798.27,50,SUP_005
TRANS_00187,2024-01-03,11:06:00,Negombo,CASHIER_003,INV_90134,Guest,Cash,PROD_0008,Rice,Grains,Brand_1,2,238.72,0.0,38.2,515.64,81,SUP_001
TRANS_00188,2024-02-22,19:26:00,Galle,CASHIER_004,INV_11493,Guest,Credit Card,PROD_0002,Coffee,Grains,Brand_1,1,119.26,0.0,9.54,128.8,53,SUP_002
TRANS_00189,2024-02-26,15:03:00,Jaffna,CASHIER_004,INV_56036,CUST_2661,Online Payment,PROD_0010,Sugar,Bakery,Brand_4,1,419.68,0.0,33.57,453.25,2,SUP_003
TRANS_00190,2024-01-17,09:47:00,Colombo,CASHIER_003,INV_32296,CUST_3636,Cash,PROD_0009,Bread,Grains,Brand_5,5,457.29,0.0,182.92,2469.37,55,SUP_002
TRANS_00191,2024-02-08,15:24:00,Kandy,CASHIER_001,INV_23272,CUST_4112,Online Payment,PROD_0009,Eggs,Grains,Brand_3,3,195.02,0.0,46.8,631.86,73,SUP_005
TRANS_00192,2024-02-23,16:22:00,Kandy,CASHIER_001,INV_57294,Guest,Cash,PROD_0005,Chicken,Beverages,Brand_2,1,110.29,0.0,8.82,119.11,37,SUP_001
TRANS_00193,2024-01-31,09:58:00,Galle,CASHIER_004,INV_71727,CUST_5341,Cash,PROD_0009,Butter,Bakery,Brand_3,4,247.76,0.0,79.28,1070.32,33,SUP_004
TRANS_00194,2024-01-30,12:29:00,Kandy,CASHIER_003,INV_83956,Guest,Cash,PROD_0002,Coffee,Meat,Brand_4,5,191.01,0.0,76.4,1031.45,49,SUP_005
TRANS_00195,2024-01-27,17:08:00,Jaffna,CASHIER_005,INV_40886,CUST_2293,Online Payment,PROD_0001,Eggs,Meat,Brand_5,5,371.01,0.0,148.4,2003.45,15,SUP_004
TRANS_00196,2024-01-12,10:51:00,Kandy,CASHIER_002,INV_26539,Guest,Cash,PROD_0007,Sugar,Bakery,Brand_5,3,227.9,0.0,54.7,738.4,8,SUP_001
TRANS_00197,2024-01-25,17:29:00,Jaffna,CASHIER_005,INV_52746,CUST_9514,Online Payment,PROD_0001,Chicken,Meat,Brand_5,4,145.01,0.0,46.4,626.44,72,SUP_005
TRANS_00198,2024-02-07,09:42:00,Colombo,CASHIER_005,INV_23237,CUST_9775,Mobile Payment,PROD_0007,Tea,Beverages,Brand_4,5,343.58,0.0,137.43,1855.33,35,SUP_004
TRANS_00199,2024-01-10,18:33:00,Negombo,CASHIER_004,INV_15083,CUST_6431,Credit Card,PROD_0001,Cheese,Grains,Brand_3,1,235.15,0.0,18.81,253.96,39,SUP_003
TRANS_00200,2024-02-23,16:23:00,Colombo,CASHIER_002,INV_27614,CUST_8259,Mobile Payment,PROD_0005,Butter,Meat,Brand_1,2,276.69,20.36,44.27,577.29,62,SUP_005
